CONTRACT_ID,UPC,DESCRIPTION,CITY_COUNTY,MANAGER_EMAIL,CONSTRUCTION_COMPANY,ON_TIME_STATUS,ON_BUDGET_STATUS,CONTRACT_AWARD_AMOUNT,COST_OF_WORK_TO_DATE,ORIGINAL_SPECIFIED_COMPLETION_DATE
D0000112709N01,112709,PEDESTRIAN SAFETY IMPROVEMENTS,,"""Todd.Bolling@vdot.virginia.gov""","ESTES BROS. CONST., INC.",G,R,69710,103296,2020-07-24
D0000109507M01,109507,PEDESTRIAN SAFETY IMPROVEMENT,,"""Todd.Bolling@vdot.virginia.gov""","ESTES BROS. CONST., INC.",G,G,98653,96527,2020-08-21
D0000110923B10,110923,DISTRICT WIDE BRIDGE PAINTING CONTRACT,,"""Todd.Repass@VDOT.Virginia.gov""","ELITE INDUSTRIAL PAINTING, INC.",G,G,966473,673700,2018-12-31
D0000111636B41,111636,SUPERSTRUCTURE REPLACEMENT OVER KIMBERLING CREEK,,"""Becky.Bane2@VDOT.Virginia.gov""",CROSSROADS BRIDGE INC.,G,G,537766,548524,2020-07-14
D0000114604N01,114604,INTERSTATE PAVEMENT MARKING RETRACE,,"""James.Parsons@VDOT.Virginia.gov""",CENTRAL SEAL COMPANY,R,G,176140,139338,2019-06-15
D000105145B671,105145,BRIDGE REPLACEMENT - OVER WOLF CREEK,Washington County,"""Brian.Plummer@vdot.virginia.gov""",CROSSROADS BRIDGE INC.,R,G,1011773,1008465,2019-09-17
DM119PM2108745,108745,ASPHALT STRENGTHENING,,"""Todd.Bolling@vdot.virginia.gov""","BIZZACK CONSTRUCTION, LLC",G,G,3406479,3082657,2020-12-31
DM119SSC112972,112972,2019 SLURRY SEAL,,"""James.Parsons@VDOT.Virginia.gov""",BOXLEY MATERIALS COMPANY,G,G,2277877,2160059,2019-11-22
D0000112876B19,112876,BRIDGE JOINT REPAIR CONTRACT,,"""Brian.Plummer@vdot.virginia.gov""","APPLIED POLYMERICS, INC.",G,G,334524,257922,2019-11-19
D0000117808C01,117808,RTE 121 - 460 (CORRIDOR Q) POPLAR CRK PH B ARCA (PDESA),,"""Laura.Hale@vdot.virginia.gov""","BIZZACK CONSTRUCTION, LLC",G,G,10673263,3533532,2022-09-30
D0M117SS110872,110872,2018 SLURRY SEAL,,"""Todd.Repass@VDOT.Virginia.gov""",BOXLEY MATERIALS COMPANY,G,G,1472771,1416354,2018-10-26
DM120PMD115015,115016,2020 PLANT MIX,,"""Todd.Bolling@vdot.virginia.gov""","BIZZACK CONSTRUCTION, LLC",G,G,6126755,5888299,2020-11-20
E0000104538B23,104538,SUPERSTRUCTURE REPLACEMENT RTE. F-310 OVER RTE. I-81,,,"ORDERS CONSTRUCTION COMPANY, INC.",G,G,2246731,2115803,2018-08-08
E0000104837B07,104837,SUPERSTRUCTURE REPLACEMENT OVER TOWN HILL CREEK,,,"ORDERS CONSTRUCTION COMPANY, INC.",R,G,2216616,2287102,2019-06-07
E0000104936B50,104936,SGR - REPLACE BRIDGE STRUCTURES OVER REED CREEK,,"""Becky.Bane2@VDOT.Virginia.gov""","ORDERS CONSTRUCTION COMPANY, INC.",G,G,19785170,15139785,2021-09-09
E0000000104189,104189,SAFETY IMPROVEMENTS VIA ROAD RE-ALIGNMENT,Scott County,"""Todd.Bolling@vdot.virginia.gov""","GLASS MACHINERY AND EXCAVATION, INC.",R,R,1098292,1517668,2019-07-16
E0000104773B54,104773,DECK REPLACEMENT OVER LITTLE RIVER,Tazewell County,"""Brian.Plummer@vdot.virginia.gov""","PATRICK CONSTRUCTION, INC.",G,G,1333936,1382855,2019-10-16
E0000104902B65,104902,SGR - BRIDGE REPLACEMENT OVER REED CREEK,Smyth County,,JAMES R. VANNOY & SONS CONSTRUCTION COMP,G,G,1018671,85455,2022-04-06
E0000107121N01,107121,ROADWAY WARNING SIGNS AND CHEVRONS,,"""Becky.Bane2@VDOT.Virginia.gov""","RAMIREZ CONTRACTING, L.L.C.",G,G,1318104,1264058,2020-08-21
E0000109419C01,116171,SMART SCALE* - I-81 EXIT 17 INTERCHANGE IMPROVEMENTS,,"""Brian.Plummer@vdot.virginia.gov""","PHILLIPS CONSTRUCTION, LLC OF KY(USED IN",G,G,12980298,863812,2022-11-18
E0000109920N01,109920,MEDIAN IMPROVEMENT WITH GUARDRAIL INSTALLATION,,"""Becky.Bane2@VDOT.Virginia.gov""","NICKELSTON INDUSTRIES, INC.",G,G,694977,473261,2020-06-09
E0000110087N01,110087,PAVEMENT MARKING RETRACE,Buchanan County,,"OGLESBY CONSTRUCTION, INC.",R,G,436324,431134,2018-10-27
E0000107117B60,107117,SGR - BRIDGE REPLACEMENT OVER RTE 686 (MULBERRY LANE),,"""Becky.Bane2@VDOT.Virginia.gov""","ORDERS CONSTRUCTION COMPANY, INC.",G,G,12679228,12326696,2020-11-18
E0000109504B50,109504,SGR - SUPERSTRUCTURE REPLACEMENT OVER NSRR & WRIGHTS VALLEY,Bland County,"""Brian.Plummer@vdot.virginia.gov""","PATRICK CONSTRUCTION, INC.",G,G,2224727,1455583,2021-07-12
E0000109994N01,109994,PAVEMENT MARKING RETRACE,Buchanan County,"""Todd.Repass@VDOT.Virginia.gov""","OGLESBY CONSTRUCTION, INC.",G,G,389936,389375,2018-10-27
E0000110952B50,110952,SUPERSTRUCTURE REPLACEMENT OVER HARDY CREEK,,"""Todd.Bolling@vdot.virginia.gov""","GLASS MACHINERY AND EXCAVATION, INC.",G,G,446352,429918,2020-09-16
E0000113759B53,113759,SGR - BRIDGE REPLACEMENT OVER COVE CREEK,,"""Becky.Bane2@VDOT.Virginia.gov""","ORDERS CONSTRUCTION COMPANY, INC.",G,G,15358465,2878257,2023-01-09
E0000113877B04,113877,SGR - BRIDGE REPLACEMENT ON PISGAH RD. OVER FAIRGROUND CREEK,,"""Brian.Plummer@vdot.virginia.gov""","KEN CONSTRUCTION CO., INC.",G,G,474215,477067,2021-03-23
E0000114759N01,114759,Pavement Marking Retrace,,"""James.Parsons@VDOT.Virginia.gov""","OGLESBY CONSTRUCTION, INC.",G,G,880775,824475,2019-11-20
E0000110578B79,110578,BRIDGE REHABILITATION OVER RTE. 11 / 58,,"""Brian.Plummer@vdot.virginia.gov""","LANFORD BROTHERS COMPANY, INCORPORATED",G,G,2605732,2728660,2020-03-30
E0000111264B61,111264,SGR - BRIDGE SUPERSTR. REPLACEMENT OVER S. FORK CLINCH RIVER,Smyth County,"""Brian.Plummer@vdot.virginia.gov""","PATRICK CONSTRUCTION, INC.",G,G,581511,584341,2020-03-15
E0000113875B01,113875,SGR - BRIDGE REPLACEMENT OVER BLUESTONE RIVER,,"""Brian.Plummer@vdot.virginia.gov""","KING GENERAL CONTRACTORS, INC.",G,G,354741,281940,2021-05-07
E0000113878B08,113878,SGR - BRIDGE SUPERSTRUCTURE REPLACEMENT,,"""Brian.Plummer@vdot.virginia.gov""","GLASS MACHINERY AND EXCAVATION, INC.",G,G,338977,39729,2021-06-29
E0000116921N01,116921,ON-CALL GUARDRAIL IMPROVEMENTS,,,"NICKELSTON INDUSTRIES, INC.",G,G,447588,294965,2021-12-31
E000081548B35B,81548,SUPERSTRUCTURE REPLACEMENT OVER DISMAL CREEK,Bland County,"""Becky.Bane2@VDOT.Virginia.gov""","PATRICK CONSTRUCTION, INC.",G,G,597144,603956,2020-07-20
E000100520P301,100520,CORRIDOR Q 121/460 INTERSECTION P3,,"""Marty.Halloway@VDOT.Virginia.gov""","BIZZACK CONSTRUCTION, LLC",R,G,15750000,15790500,2020-03-20
E000109672B08B,109672,BRIDGE REPLACEMENT OVER LAUREL BRANCH,,"""Todd.Bolling@vdot.virginia.gov""","KEN CONSTRUCTION CO., INC.",G,G,437184,413739,2019-10-14
E0000116641N01,116641,ON-CALL PAVEMENT MARKING AND MARKER REPLACEMENT,,"""Todd.Bolling@vdot.virginia.gov""","PAYNES PARKING DESIGNS, INC.",G,G,1255261,1062111,2021-11-30
E0000117455N01,117455,ON-CALL GUARDRAIL REPAIR,,,"NICKELSTON INDUSTRIES, INC.",G,G,672975,0,2021-12-31
E000090282DB01,90282,460 CORRIDOR Q POPLAR CREEK DESIGN BUILD,,,"BIZZACK CONSTRUCTION, LLC",G,G,167000000,60495288,2025-03-25
E000107116DB85,107116,I-81 STRUCTURE REPLACEMENT DESIGN BUILD,,,"ORDERS CONSTRUCTION COMPANY, INC.",G,G,11283811,11477924,2018-09-04
E00097555DB102,97555,"I-81 BRIDGE REPLACEMENT OVER RTE.11,NS RAILROAD & MIDDLE",,,"ORDERS CONSTRUCTION COMPANY, INC.",G,G,28982090,16144645,2022-05-23
F0000086598C01,86598,ROUTE 23 OVER N.F. HOLSTON RIVER BRIDGE REPLACEMENT,Scott County,"""Todd.Bolling@vdot.virginia.gov""","VECELLIO & GROGAN, INC.",R,G,6530330,6909185,2018-11-21
F0000103320C01,103320,#HB2.FY17 ADD AUX MERGE LANE ALONG I-77N @ I-81 INTERCHANGE,,,"W-L CONSTRUCTION & PAVING, INC.",G,G,4888753,4776661,2018-09-25
F0000106513N01,106513,RUMBLE STRIP INSTALLATION,,"""Todd.Bolling@vdot.virginia.gov""","SURFACE PREPARATION TECHNOLOGIES, LLC",G,G,198221,196264,2019-12-17
E000116777N01B,116777,ON-CALL GUARDRAIL HITS (ACCIDENT REPAIR},,,"NICKELSTON INDUSTRIES, INC.",G,G,359970,114311,2021-09-19
F0000101062N01,101062,ROADWAY WIDENING AND PAVING,,,"W-L CONSTRUCTION & PAVING, INC.",G,G,940522,716596,2019-12-02
F0000105495C01,105495,#HB2.FY17 EXT CONNECTOR RD FR PEPPERS FERRY RD. TO LITHIA RD,,,"W-L CONSTRUCTION & PAVING, INC.",G,G,3219847,3108451,2018-11-19
F0000107073N01,107073,TRENCH WIDEN AND INSTALL RUMBLE STRIPS,,"""Todd.Bolling@vdot.virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",G,G,4188104,4112167,2020-10-16
F0000107123N01,107123,SHOULDER IMPROVEMENTS,,,"W-L CONSTRUCTION & PAVING, INC.",G,G,1193477,942450,2018-12-20
F0000109513N01,109513,TRENCH WIDEN AND INSTALL RUMBLE STRIPS,,"""Brian.Plummer@vdot.virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",G,G,3993850,4075053,2020-10-30
F0000109921N01,109921,"TRENCH WIDEN, INSTALL RUMBLE STRIPS, & UPGRADE GUARDRAIL",,"""Brian.Plummer@vdot.virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",G,G,1374412,1045901,2020-09-13
F0000107072N01,107072,SHOULDER IMPROVEMENTS,,,"W-L CONSTRUCTION & PAVING, INC.",G,G,2622649,2390369,2018-12-20
F0000108946C01,108946,EXTEND ACCEL LANE (EXIT 72) TO DECEL LANE (EXIT 73),,,"W-L CONSTRUCTION & PAVING, INC.",G,G,1575855,1537000,2019-07-30
F0000109889N01,109889,HIGH FRICTION SURFACE TREATMENT PAVING,,"""James.Parsons@VDOT.Virginia.gov""",THE TRUESDELL CORPORATION,G,G,525525,530000,2019-07-31
F0000109924N01,109924,TRENCH WIDEN AND INSTALL RUMBLE STRIPS,,"""Todd.Bolling@vdot.virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",G,G,3295407,3258542,2020-11-03
F0000115346N01,115345,SOUTHBOUND ACCELERATION & DECELERATION LANE EXTENSION,,"""Brian.Plummer@vdot.virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",G,G,722457,714550,2020-06-25
F0000116732N01,116732,SHOULDER IMPROVEMENTS,,,"W-L CONSTRUCTION & PAVING, INC.",G,G,3044444,0,2021-07-02
FM119LMA112973,112973,2019 LATEX MODIFIED,,"""James.Parsons@VDOT.Virginia.gov""","SLURRY PAVERS, INC.",G,G,1123263,1111545,2019-11-22
F0000109922N01,109922,TRENCH WIDENING AND RUMBLE STRIPS,,"""Brian.Plummer@vdot.virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",G,G,1298675,1139928,2020-11-04
F0000115170B14,115170,BRIDGE COATINGS CONTRACT,,,"REGLAS PAINTING CO., INC.",G,G,836100,836100,2021-07-23
F000109437M01B,109437,SMART Scale - INTERSECTION RADIUS IMPROVEMENT,,,"W-L CONSTRUCTION & PAVING, INC.",G,G,169323,140619,2019-09-18
FM119PMC112948,112949,2019 PLANT MIX,,"""Todd.Bolling@vdot.virginia.gov""","ROGERS GROUP, INC.",R,G,6078976,5008768,2019-12-06
FM119PMD112951,112952,2019 PLANT MIX,,"""James.Parsons@VDOT.Virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",G,G,6892508,5086006,2019-12-06
FM119PME112954,112954,2019 PLANT MIX,,"""James.Parsons@VDOT.Virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",G,G,6124589,5364692,2019-12-06
FM119PMF112957,112957,2019 PLANT MIX,,"""James.Parsons@VDOT.Virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",G,G,5648031,4513061,2019-12-06
FM119PMG112968,112970,2019 PLANT MIX,,"""James.Parsons@VDOT.Virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",G,G,7574836,6515897,2019-12-06
FM120PMA115000,115000,2020 PLANT MIX,,"""Brian.Plummer@vdot.virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",G,G,1036633,993316,2020-11-20
FM120PMC115013,115037,2020 PLANT MIX,,"""Todd.Bolling@vdot.virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",G,G,2065892,2043422,2020-11-20
FM120LMA114999,114999,2020 LATEX MODIFIED,,"""Brian.Plummer@vdot.virginia.gov""","SLURRY PAVERS, INC.",G,G,490237,445329,2020-10-23
FM120PME115018,115019,2020 PLANT MIX,,"""Brian.Plummer@vdot.virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",G,G,5262460,5032990,2020-11-20
FM120PMF115021,115021,2020 PLANT MIX,,"""Brian.Plummer@vdot.virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",G,G,4735687,4616243,2020-11-20
FM120PMG115024,115025,2020 PLANT MIX,,"""Brian.Plummer@vdot.virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",G,G,3428656,3836289,2020-11-20
FM120SSA114998,114998,2020 SLURRY SEAL,,"""Brian.Plummer@vdot.virginia.gov""","SLURRY PAVERS, INC.",G,G,1731442,1599972,2020-10-23
FM121LMB117429,117429,2021 LATEX MODIFIED,,,"SLURRY PAVERS, INC.",G,G,1589239,0,2021-10-22
FM121LME117431,117431,2021 LATEX MODIFIED,,"""Todd.Bolling@vdot.virginia.gov""","SLURRY PAVERS, INC.",G,G,1282256,0,2021-10-15
FM121LMF117964,117964,2021 LATEX MODIFIED,,,"SLURRY PAVERS, INC.",G,Y,2570656,0,2021-10-15
FM120PMH115017,115017,2020 PLANT MIX,,"""Brian.Plummer@vdot.virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",G,G,3673035,3504686,2020-08-21
FM121LMA117428,117428,2021 LATEX MODIFIED,,,"SLURRY PAVERS, INC.",G,Y,1918900,0,2021-10-22
FM121LMC117499,117499,2021 LATEX MODIFIED,,,"SLURRY PAVERS, INC.",G,G,2549965,0,2021-10-15
FM121PME117456,117457,2021 PLANT MIX,,,"W-L CONSTRUCTION & PAVING, INC.",G,G,4746970,0,2021-11-15
FM121SSA117427,117427,2021 SLURRY SEAL,,"""Todd.Bolling@vdot.virginia.gov""","SLURRY PAVERS, INC.",G,G,1359681,0,2021-10-15
G0000000673B03,673,REPLACE BRIDGE OVER GOOSE CREEK,,"""Tony.Handy@VDOT.Virginia.gov""",BRAYMAN CONSTRUCTION CORPORATION,G,G,7395023,7318883,2021-07-21
G0000051916B55,51916,RTE. 668 OVER NSRR (STR. 02785) - BRIDGE REPLACEMENT,,"""Tony.Handy@VDOT.Virginia.gov""","W. C. ENGLISH, INCORPORATED",G,G,2494197,2391006,2018-07-09
FM12PMB115012B,115012,2020 PLANT MIX,,"""Brian.Plummer@vdot.virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",G,G,1825400,1809876,2020-11-20
G0000011908C04,11908,"#HB2.FY17 SMARTSCALE-GRADE, DRAIN, ASPH PAVE. UTIL & SIGNAL",Roanoke,"""disabled-Jeff.Echols@VDOT.Virginia.gov""","CATON CONSTRUCTION GROUP, INC.",R,G,10757088,11140472,2019-11-01
G0000077296B01,77296,BRIDGE REPLACEMENT OVER MIRA FORK CREEK,,"""M.Mann@VDOT.Virginia.gov""",DLB ENTERPRISES LLC,G,G,1399642,1329342,2019-11-22
G0000094724B01,94724,BRIDGE REPLACEMENT OVER BLACKWATER RIVER,Salem,"""Tony.Handy@VDOT.Virginia.gov""",DLB ENTERPRISES LLC,R,G,5471323,5389429,2020-11-13
G0000094726C01,94726,REPLACE BRIDGE OVER MARTINS CREEK WITH BOX CULVERT,,"""Tony.Handy@VDOT.Virginia.gov""","BORING CONTRACTORS, INC.",G,G,1788415,1579075,2021-09-03
G0000097709B63,97709,BRIDGE REPLACEMENT OVER SOUTH FORK ROANOKE RIVER,,"""Todd.Repass@VDOT.Virginia.gov""","D. A. BROWN, INC.",G,G,1758357,808647,2021-06-25
G0000062650B01,62650,BRIDGE REPLACEMENT ON RTE. 634 OVER ROANOKE RIVER,Bedford County,"""Tony.Handy@VDOT.Virginia.gov""",BRAYMAN CONSTRUCTION CORPORATION,G,G,8344882,8594473,2019-12-12
G0000088616M01,88616,BRIDGE REPLACEMENT OVER SPOON CREEK,,"""Tony.Handy@VDOT.Virginia.gov""",BLYTHE DEVELOPMENT CO.,G,G,1138179,1150899,2020-05-01
G0000094725B58,94725,BRIDGE REPLACEMENT OVER CRAIG BRANCH,,"""Todd.Repass@VDOT.Virginia.gov""",CROSSROADS BRIDGE INC.,G,G,971714,962229,2020-12-18
G0000097708B60,97708,BRIDGE REPLACEMENT OVER GOOSE CREEK,,"""Tony.Handy@VDOT.Virginia.gov""","A. R. COFFEY AND SONS, INC.",R,G,1193096,1139130,2019-10-10
G0000104183B01,104183,BRIDGE REPLACEMENT OVER RT. 11 AND RT. 689,,"""Todd.Repass@VDOT.Virginia.gov""",CROSSROADS BRIDGE INC.,R,G,4320624,4636134,2020-06-12
G0000104245N01,104245,SPOT WIDENING & HARDSURFACE ROADWAY,,"""Todd.Repass@VDOT.Virginia.gov""","BORING CONTRACTORS, INC.",G,G,621600,565575,2020-10-23
G0000105348B07,105348,SUPERSTRUCTURE REPLACEMENT,,"""Tony.Handy@VDOT.Virginia.gov""",CROSSROADS BRIDGE INC.,G,G,2032744,2122630,2018-10-03
G0000107053N01,107053,Rt. 24 - Safety Improvements,,"""Tony.Handy@VDOT.Virginia.gov""",BOXLEY MATERIALS COMPANY,G,G,1288589,1070869,2018-10-05
G0000101007B55,101007,BRIDGE REPLACEMENT OVER PEAK CREEK (STR. 14442),,"""Todd.Repass@VDOT.Virginia.gov""","ALLEGHENY CONSTRUCTION COMPANY, INC.",G,G,4413465,4277739,2020-11-06
G0000104185B65,104185,BRIDGE REPLACEMENT OVER NSRR,,"""Tony.Handy@VDOT.Virginia.gov""","ENGLISH CONSTRUCTION COMPANY, INCORPORAT",G,G,2333944,2260835,2020-11-23
G0000105346D38,105346,CULVERT REPLACEMENT,,"""disabled-Jeff.Echols@VDOT.Virginia.gov""","BORING CONTRACTORS, INC.",G,G,2672618,2651842,2018-11-09
G0000105518M01,105518,RELOCATION OF FALLING BRANCH PARK AND RIDE,Montgomery County,"""M.Mann@VDOT.Virginia.gov""","DLB, INC.",G,G,2941642,2849387,2018-12-07
G0000108900M01,108900,SMART Scale - INTERSECTION IMPROVEMENTS,,"""M.Mann@VDOT.Virginia.gov""","ALLEGHENY CONSTRUCTION COMPANY, INC.",G,G,1583296,1545712,2018-11-09
G0000108906C01,111373,SMART SCALE*-AUXILIARY LANE ADDITIONS & INTERSTATE PAVING,,"""disabled-Jeff.Echols@VDOT.Virginia.gov""","BRANCH CIVIL, INC.",G,G,27285000,11078587,2022-08-03
G0000108907C01,108907,SMART Scale - ROAD REALIGNMENT,,"""Tony.Handy@VDOT.Virginia.gov""","E. C. PACE COMPANY, INC.",G,G,11088802,2862666,2022-07-11
G0000110100N01,110100,TRENCH WIDENING AND GUARDRAIL IMPROVEMENTS,,"""Tony.Handy@VDOT.Virginia.gov""",BOXLEY MATERIALS COMPANY,G,G,1850626,929811,2021-07-02
G0000108514N01,108514,PAVE EXISTING SHOULDERS AND INSTALL RUMBLE STRIPS,,,BOXLEY MATERIALS COMPANY,G,G,1503800,1467018,2021-03-31
G0000109582N01,109582,SAFETY IMPROVEMENTS,,,BOXLEY MATERIALS COMPANY,G,G,2357176,0,2021-11-18
G0000110366N01,110366,ROUTE 606 SURFACE TREATMENT,,,C. R. HENDERSON COMPANY,G,G,724450,688386,2019-10-25
G0000110619B10,110619,SUPERSTRUCTURE REPLACEMENTS,,"""M.Mann@VDOT.Virginia.gov""",CROSSROADS BRIDGE INC.,G,G,4599363,1842981,2021-12-16
G0000111365N01,111365,SMART Scale - RIGHT TURN LANE AT RTE 622,,"""Tyler.Crouse@vdot.virginia.gov""",BOXLEY MATERIALS COMPANY,G,G,229744,208314,2019-12-02
G0000112182N01,112182,ROUTE 727 SURFACE TREATMENT,,,C. R. HENDERSON COMPANY,G,G,654279,576259,2019-10-19
G0000110323N01,110323,RURAL RUSTIC ROAD RECONSTRUCTION AND SURFACE TREATMENT,,"""M.Mann@VDOT.Virginia.gov""","ELK KNOB, INC.",G,G,312218,237461,2018-09-14
G0000110616B56,110616,BRIDGE JACKING,,,CROSSROADS BRIDGE INC.,G,G,662531,699690,2019-09-20
G0000110624B15,110624,SGR - BRIDGE DECK REPLACEMENT OVER NSRR,,"""Todd.Repass@VDOT.Virginia.gov""","BURLEIGH CONSTRUCTION CO.,INC",G,G,1782401,642275,2021-11-24
G0000111799M01,111799,PEDESTRIAN IMPROVEMENTS IN DOWNTOWN FLOYD,,"""Todd.Repass@VDOT.Virginia.gov""","E. C. PACE COMPANY, INC.",G,G,786840,710707,2020-06-26
G0000112934B19,112934,BRIDGE CLEANING (PRIMARY) - (NORTHERN AREA),,"""disabled-Jeff.Echols@VDOT.Virginia.gov""","ETI ENVIRONMENTAL, INC.",G,G,37178,34745,2019-06-26
G0000115004B39,115004,BRIDGE CLEANING,,"""M.Mann@VDOT.Virginia.gov""","DEANGELO BROTHERS, LLC",G,G,85560,80479,2020-09-25
G0000116242N01,116242,EMERGENCY PIPE REPLACEMENT IN TWO LOCATIONS IN HENRY COUNTY,,"""Tony.Handy@VDOT.Virginia.gov""","CURTIS CONTRACTING, INC.",R,G,1542264,1587799,2020-08-07
G000111359C01C,111359,SMARTSCALE INTERSTATE SAFETY IMPROVEMENTS,,,ADAMS CONSTRUCTION COMPANY,G,G,3760187,1320279,2021-07-02
G0000112922B38,112922,BIRDGE CLEANING (SECONDARY) - (NORTHERN AREA),,"""disabled-Jeff.Echols@VDOT.Virginia.gov""","ETI ENVIRONMENTAL, INC.",G,G,89230,88790,2019-07-19
G0000115003B20,115003,BRIDGE CLEANING,,"""M.Mann@VDOT.Virginia.gov""","ETI ENVIRONMENTAL, INC.",G,G,178690,173747,2020-09-25
G0000116220N01,116220,EMERGENCY CONTRACT AU1: SAINCB2010,,,"E. C. PACE COMPANY, INC.",G,G,637533,629198,2019-12-06
G000017536DB20,17536,RT58 -CORRIDOR DEV PROG - 4 LANES (LOVERS LEAP) DESIGN BUILD,,,"BRANCH CIVIL, INC.",G,G,300000000,10141024,2026-05-31
G000111370C01B,111370,SMART SCALE * - INTERSECTION IMPROVEMENTS,,"""Todd.Repass@VDOT.Virginia.gov""","ALLEGHENY CONSTRUCTION COMPANY, INC.",G,G,4338865,2663215,2021-10-05
G220PMJ116382B,116382,2020 PLANT MIX AND EXTENTION OF ACCEL LANE,,"""M.Mann@VDOT.Virginia.gov""",ADAMS CONSTRUCTION COMPANY,G,G,4575250,4473986,2020-11-20
GM218PM8112097,112914,2018 PLANT MIX,,"""disabled-Jeff.Echols@VDOT.Virginia.gov""",ADAMS CONSTRUCTION COMPANY,G,G,3495016,3358447,2018-12-07
GM218PMB111671,111671,2018 PLANT MIX,,"""M.Mann@VDOT.Virginia.gov""",BOXLEY MATERIALS COMPANY,G,G,307042,308760,2018-12-07
GM218PMA111180,111180,2018 PLANT MIX,,,"AAA PAVING AND SEALING, INC.",R,G,1704709,1509681,2018-12-07
GM218PMD111183,111183,2018 PLANT MIX,,"""M.Mann@VDOT.Virginia.gov""",ADAMS CONSTRUCTION COMPANY,G,G,1080472,1094840,2018-12-07
GM218PMH111187,111187,2018 PLANT MIX,,,ADAMS CONSTRUCTION COMPANY,R,G,1467430,1444564,2018-12-07
GM218PMK111189,111189,2018 PLANT MIX,,"""disabled-Jeff.Echols@VDOT.Virginia.gov""",BOXLEY MATERIALS COMPANY,G,G,3183884,2884186,2018-12-07
GM218PMM111964,111964,2018 PLANT MIX,,"""M.Mann@VDOT.Virginia.gov""",BOXLEY MATERIALS COMPANY,G,G,300099,298747,2018-12-07
GM218PMC111182,111182,2018 PLANT MIX,,"""M.Mann@VDOT.Virginia.gov""",ADAMS CONSTRUCTION COMPANY,G,G,992153,867879,2018-12-07
GM218PMF111185,111185,2018 PLANT MIX,,,"APAC-ATLANTIC, INC.",G,G,2721332,2322092,2018-12-07
GM218PMI111188,111188,2018 PLANT MIX,,"""disabled-Jeff.Echols@VDOT.Virginia.gov""",BOXLEY MATERIALS COMPANY,G,G,1350884,1231984,2018-12-07
GM218PML111190,111190,2018 PLANT MIX,,,BOXLEY MATERIALS COMPANY,G,G,3428393,3311099,2018-12-07
GM218PMP112415,112415,2018 PLANT MIX,,"""M.Mann@VDOT.Virginia.gov""",BOXLEY MATERIALS COMPANY,G,G,1457459,1429357,2018-12-07
GM218PMT111192,111192,2018 PLANT MIX,,,ADAMS CONSTRUCTION COMPANY,R,G,1056947,1061276,2018-12-07
GM218PMU111193,111956,2018 Plant Mix,,"""M.Mann@VDOT.Virginia.gov""",ADAMS CONSTRUCTION COMPANY,G,G,928796,854746,2018-12-07
GM218SS0111665,111665,2018 SLURRY SEAL,,"""disabled-Jeff.Echols@VDOT.Virginia.gov""",BOXLEY MATERIALS COMPANY,R,G,2220751,2133517,2018-10-26
GM218PMN112417,112417,SGR - 2018 PLANT MIX,,"""M.Mann@VDOT.Virginia.gov""",ADAMS CONSTRUCTION COMPANY,G,G,1418249,1605305,2018-12-07
GM218PMQ110894,110894,SGR - 2018 PLANT MIX,,"""disabled-Jeff.Echols@VDOT.Virginia.gov""",ADAMS CONSTRUCTION COMPANY,G,G,1802962,1646169,2018-12-07
GM218SSC111179,111669,2018 SLURRY SEAL,,"""disabled-Jeff.Echols@VDOT.Virginia.gov""",BOXLEY MATERIALS COMPANY,R,G,1774663,1708016,2018-10-26
GM218STB111167,111167,2018 SURFACE TREATMENT,,,ADAMS CONSTRUCTION COMPANY,G,G,341569,76170,2018-10-26
GM219LME114110,114110,2019 LATEX MODIFIED,,"""disabled-Jeff.Echols@VDOT.Virginia.gov""",BOXLEY MATERIALS COMPANY,G,G,1946739,1687602,2019-11-22
GM219PMB114112,114112,2019 Plant Mix,,"""M.Mann@VDOT.Virginia.gov""",ADAMS CONSTRUCTION COMPANY,G,G,837074,811432,2019-12-06
GM218STA111166,111166,2018 SURFACE TREATMENT,,,ADAMS CONSTRUCTION COMPANY,G,G,427115,423638,2018-10-26
GM218STE111219,111219,2018 SURFACE TREATMENT,,,ADAMS CONSTRUCTION COMPANY,G,G,837216,714884,2018-10-26
GM219PMA114111,114111,2019 Plant Mix,,"""Tony.Handy@VDOT.Virginia.gov""",ADAMS CONSTRUCTION COMPANY,G,G,1442523,1441165,2019-12-06
